Date,Open,High,Close,Low,Change %
44121,"5,597.10","5,764.80","5,779.00","5,511.00",-2.90%
44120,"5,764.40","5,712.20","5,803.20","5,570.40",1.15%
44119,"5,698.60","5,838.70","5,876.90","5,450.00",-2.34%
44118,"5,835.00","5,636.80","5,854.30","5,567.30",3.52%
44117,"5,636.80","5,440.00","5,874.30","5,376.00",3.84%
44116,"5,428.50","4,824.90","5,437.60","4,815.10",12.51%
44115,"4,824.90","4,777.70","4,879.50","4,715.00",1.00%
44114,"4,777.00","4,782.30","4,940.00","4,717.50",-0.11%
44113,"4,782.30","4,612.40","4,874.90","4,551.30",3.67%
44112,"4,613.10","4,435.90","4,630.00","4,417.60",3.99%
44111,"4,436.00","4,370.00","4,477.10","4,316.10",1.49%
44110,"4,371.00","4,312.60","4,424.50","4,294.00",1.29%
44109,"4,315.40","4,215.90","4,364.60","4,134.90",2.38%
44108,"4,215.10","4,310.60","4,353.80","4,177.70",-2.23%
44107,"4,311.10","4,399.30","4,439.90","4,222.00",-2.02%
44106,"4,400.10","4,404.30","4,482.00","4,359.80",-0.10%
44105,"4,404.30","4,366.60","4,420.50","4,257.70",0.85%
44104,"4,367.00","4,168.10","4,393.40","4,160.10",4.73%
44103,"4,169.90","4,190.00","4,244.60","4,024.70",-0.48%
44102,"4,190.00","4,207.50","4,268.60","4,125.00",-0.37%
44101,"4,205.40","3,881.60","4,226.50","3,878.10",8.41%
44100,"3,879.10","3,930.00","3,983.00","3,850.90",-1.30%
44099,"3,930.00","3,654.70","3,977.00","3,654.70",7.59%
44098,"3,652.80","3,779.60","3,781.30","3,620.00",-3.35%
44097,"3,779.60","3,598.70","3,808.00","3,559.10",5.03%
44096,"3,598.50","3,597.30","3,743.60","3,493.50",-0.14%
44095,"3,603.40","3,875.50","3,903.70","3,564.40",-6.97%
44094,"3,873.20","3,892.20","4,048.00","3,834.10",-0.69%
44093,"3,900.00","4,084.40","4,110.00","3,836.20",-4.51%
44092,"4,084.10","3,667.00","4,113.90","3,667.00",11.40%
44091,"3,666.30","3,680.10","3,775.90","3,476.30",-0.52%
44090,"3,685.40","3,697.10","3,874.00","3,511.10",-0.34%
44089,"3,698.00","3,237.40","3,809.00","2,981.00",14.20%
44088,"3,238.10","3,850.20","3,917.20","3,206.20",-15.89%
44087,"3,849.70","4,149.40","4,159.60","3,734.00",-7.08%
44086,"4,142.90","4,198.90","4,378.40","4,055.50",-1.43%
44085,"4,203.00","4,234.90","4,373.10","4,123.00",-0.69%
44084,"4,232.10","4,315.40","4,325.00","3,975.80",-1.99%
44083,"4,317.90","4,304.00","4,381.20","4,159.40",0.28%
44082,"4,305.80","4,613.50","4,686.20","4,107.10",-6.67%
44081,"4,613.50","4,594.60","4,672.80","4,465.30",0.53%
44080,"4,589.10","4,375.00","4,631.40","4,361.40",4.90%
44079,"4,374.90","4,210.60","4,469.90","3,900.10",4.15%
44078,"4,200.40","4,599.20","4,606.00","4,056.50",-8.59%
44077,"4,595.00","4,534.20","4,699.80","4,331.00",1.34%
44076,"4,534.40","4,911.80","4,969.00","4,400.50",-7.55%
44075,"4,904.90","4,718.30","4,927.40","4,660.70",3.96%
44074,"4,718.20","4,567.90","4,749.90","4,567.90",3.27%
44073,"4,569.00","4,586.60","4,641.10","4,481.10",-0.39%
44072,"4,587.10","4,385.10","4,644.20","4,336.70",4.64%
44071,"4,383.80","4,330.70","4,395.20","4,175.70",1.20%
44070,"4,331.80","4,340.20","4,405.70","4,305.00",-0.23%
44069,"4,341.70","4,351.50","4,364.00","4,243.60",-0.23%
44068,"4,351.50","4,324.10","4,461.20","4,277.40",0.61%
44067,"4,325.20","4,135.00","4,370.80","4,093.00",4.75%
44066,"4,129.10","4,086.90","4,248.60","4,055.90",1.35%
44065,"4,074.00","3,998.90","4,140.00","3,600.00",1.79%
44064,"4,002.50","4,066.30","4,093.50","3,956.40",-1.52%
44063,"4,064.30","4,145.00","4,192.00","4,040.90",-1.95%
44062,"4,145.10","4,088.20","4,184.10","3,920.00",1.34%
44061,"4,090.20","4,269.70","4,359.00","3,957.00",-3.99%
44060,"4,260.00","4,386.40","4,489.10","4,178.10",-2.88%
44059,"4,386.30","4,160.00","4,403.60","3,928.10",5.65%
44058,"4,151.90","4,321.00","4,430.00","3,841.90",-3.88%
44057,"4,319.50","4,061.60","4,330.30","3,969.30",6.57%
44056,"4,053.30","3,866.20","4,183.70","3,836.10",4.86%
44055,"3,865.50","3,643.40","3,965.40","3,590.00",6.08%
44054,"3,644.10","3,404.70","3,690.60","3,380.00",6.93%
44053,"3,407.90","3,340.20","3,444.40","3,310.00",2.04%
44052,"3,339.90","3,415.00","3,424.40","3,236.80",-2.20%
44051,"3,415.00","3,395.00","3,482.90","3,343.80",0.54%
44050,"3,396.70","3,232.50","3,440.00","3,190.00",5.23%
44049,"3,227.90","3,255.00","3,309.80","3,156.00",-0.88%
44048,"3,256.40","2,860.00","3,331.90","2,855.00",13.86%
44047,"2,860.00","2,790.30","2,874.80","2,762.60",2.50%
44046,"2,790.30","2,702.00","2,813.00","2,698.00",3.27%
44045,"2,702.00","2,733.80","2,757.80","2,640.00",-1.07%
44044,"2,731.20","2,854.30","2,901.60","2,615.80",-4.37%
44043,"2,856.00","2,748.90","2,883.50","2,694.80",3.89%
44042,"2,749.00","2,713.70","2,756.20","2,595.00",1.29%
44041,"2,714.10","2,784.80","2,794.20","2,662.60",-2.54%
44040,"2,784.80","2,664.60","2,819.90","2,655.50",4.50%
44039,"2,664.90","2,527.70","2,682.20","2,511.00",5.51%
44038,"2,525.70","2,560.90","2,612.00","2,404.60",-1.37%
44037,"2,560.90","2,769.70","2,790.10","2,435.70",-7.54%
44036,"2,769.70","2,750.10","2,812.00","2,707.30",0.81%
44035,"2,747.50","2,845.70","2,875.70","2,656.20",-3.45%
44034,"2,845.70","2,659.00","2,912.90","2,642.80",6.82%
44033,"2,664.00","2,874.50","2,874.50","2,615.00",-6.73%
44032,"2,856.30","2,253.30","2,919.90","2,253.30",26.77%
44031,"2,253.10","2,302.20","2,399.90","2,214.20",-2.13%
44030,"2,302.10","2,220.00","2,380.20","2,139.80",3.74%
44029,"2,219.00","1,925.00","2,223.30","1,924.10",15.28%
44028,"1,924.90","1,979.70","2,048.80","1,835.80",-2.71%
44027,"1,978.60","2,206.50","2,210.10","1,975.70",-10.27%
44026,"2,205.10","2,329.40","2,345.60","2,138.00",-5.32%
44025,"2,329.00","2,375.60","2,400.00","2,293.80",-1.91%
44024,"2,374.40","2,285.60","2,394.00","2,195.80",4.04%
44023,"2,282.10","2,318.30","2,372.80","2,183.30",-1.56%
44022,"2,318.30","2,477.90","2,498.10","2,240.00",-6.44%
44021,"2,478.00","2,542.00","2,555.60","2,473.70",-2.52%
44020,"2,542.00","2,479.30","2,542.60","2,436.80",2.53%
44019,"2,479.30","2,593.20","2,598.00","2,447.00",-4.39%
44018,"2,593.10","2,598.60","2,603.30","2,546.00",-0.21%
44017,"2,598.50","2,579.90","2,617.60","2,482.50",0.62%
44016,"2,582.60","2,525.90","2,628.00","2,512.40",2.32%
44015,"2,524.00","2,445.10","2,584.00","2,416.20",3.23%
44014,"2,445.00","2,346.20","2,470.00","2,302.00",4.06%
44013,"2,349.50","2,420.60","2,440.90","2,291.00",-2.94%
44012,"2,420.70","2,472.40","2,511.10","2,406.60",-2.00%
44011,"2,470.10","2,518.20","2,537.00","2,424.10",-1.91%
44010,"2,518.20","2,521.30","2,561.10","2,403.20",-0.12%
44009,"2,521.20","2,393.50","2,524.00","2,208.10",5.29%
44008,"2,394.60","2,480.00","2,510.40","2,258.70",-3.35%
44007,"2,477.70","2,502.60","2,595.00","2,369.10",-0.99%
44006,"2,502.60","2,674.90","2,700.00","2,454.10",-6.44%
44005,"2,674.90","2,672.80","2,725.30","2,652.80",0.08%
44004,"2,672.80","2,624.40","2,709.00","2,554.80",1.97%
44003,"2,621.20","2,715.30","2,760.00","2,573.30",-3.36%
44002,"2,712.20","2,585.00","2,779.60","2,568.20",5.09%
44001,"2,580.80","2,494.90","2,592.70","2,481.40",3.58%
44000,"2,491.50","2,610.10","2,635.00","2,421.00",-4.54%
43999,"2,610.00","2,435.50","2,636.90","2,368.70",7.10%
43998,"2,437.00","2,377.50","2,480.00","2,261.20",2.51%
43997,"2,377.40","2,394.30","2,455.00","2,050.00",-0.74%
43996,"2,395.00","2,677.10","2,720.00","2,284.40",-10.51%
43995,"2,676.40","2,570.00","2,730.00","2,532.60",4.07%
43994,"2,571.80","2,941.80","2,961.90","2,298.20",-12.41%
43993,"2,936.30","2,806.00","3,000.00","2,793.80",4.64%
43992,"2,806.00","2,809.90","2,890.50","2,750.80",-0.11%
43991,"2,809.00","2,781.50","2,849.80","2,769.60",0.97%
43990,"2,782.10","2,642.00","2,789.30","2,570.10",5.28%
43989,"2,642.60","2,844.60","2,850.00","2,600.20",-7.07%
43988,"2,843.60","2,636.90","2,896.50","2,620.00",7.87%
43987,"2,636.20","2,488.20","2,637.50","2,480.00",5.95%
43986,"2,488.20","2,461.60","2,498.00","2,376.40",1.11%
43985,"2,461.00","2,405.90","2,481.00","2,348.00",2.29%
43984,"2,405.90","2,312.00","2,407.80","2,271.90",4.08%
43983,"2,311.60","2,191.80","2,366.70","2,187.40",5.46%
43982,"2,191.80","2,147.30","2,240.10","2,002.10",2.10%
43981,"2,146.70","2,207.40","2,263.10","2,080.40",-2.75%
43980,"2,207.40","2,056.90","2,249.80","1,990.10",7.33%
43979,"2,056.60","1,980.00","2,193.00","1,955.50",4.27%
43978,"1,972.30","2,125.90","2,207.90","1,810.00",-7.29%
43977,"2,127.30","2,268.10","2,477.00","2,008.70",-5.54%
43976,"2,252.00","2,392.60","2,689.00","2,142.10",-5.96%
43975,"2,394.80","2,250.00","2,443.80","2,247.70",6.47%
43974,"2,249.30","2,087.50","2,262.90","2,060.00",7.85%
43973,"2,085.50","2,026.50","2,219.90","1,979.20",2.77%
43972,"2,029.20","2,059.30","2,099.10","2,001.00",-1.48%
43971,"2,059.70","1,966.50","2,072.20","1,963.60",4.74%
43970,"1,966.50","1,941.50","2,000.00","1,925.00",1.29%
43969,"1,941.50","1,870.00","1,949.90","1,861.00",3.82%
43968,"1,870.00","1,786.20","1,892.90","1,766.40",4.72%
43967,"1,785.70","1,772.00","1,795.10","1,728.00",0.74%
43966,"1,772.50","1,826.80","1,828.50","1,720.00",-3.04%
43965,"1,828.10","1,820.60","1,852.40","1,780.00",0.42%
43964,"1,820.40","1,735.00","1,824.00","1,666.00",4.92%
43963,"1,735.00","1,853.90","1,864.80","1,700.80",-6.41%
43962,"1,853.90","1,796.90","1,908.00","1,766.60",3.18%
43961,"1,796.80","1,759.80","1,817.40","1,722.30",2.09%
43960,"1,760.00","1,703.50","1,813.90","1,695.10",3.33%
43959,"1,703.20","1,619.80","1,715.00","1,618.90",5.14%
43958,"1,619.90","1,597.00","1,631.30","1,575.10",1.43%
43957,"1,597.10","1,545.10","1,605.00","1,545.00",3.37%
43956,"1,545.10","1,607.20","1,665.50","1,511.70",-3.86%
43955,"1,607.10","1,619.40","1,701.90","1,521.10",-0.66%
43954,"1,617.80","1,558.50","1,626.90","1,542.00",3.71%
43953,"1,560.00","1,533.00","1,604.60","1,479.20",1.75%
43952,"1,533.10","1,435.00","1,560.00","1,432.00",6.82%
43951,"1,435.20","1,425.40","1,443.50","1,403.30",0.81%
43950,"1,423.60","1,415.60","1,436.60","1,401.50",0.57%
43949,"1,415.60","1,440.30","1,447.00","1,368.30",-1.71%
43948,"1,440.30","1,399.30","1,449.70","1,392.50",2.93%
43947,"1,399.30","1,371.00","1,411.70","1,365.10",2.12%
43946,"1,370.30","1,345.00","1,378.50","1,342.10",1.88%
43945,"1,345.00","1,355.30","1,359.60","1,326.90",-0.75%
43944,"1,355.20","1,346.40","1,359.00","1,336.00",0.57%
43943,"1,347.50","1,327.10","1,353.10","1,290.10",1.65%
43942,"1,325.60","1,308.70","1,333.10","1,307.50",1.31%
43941,"1,308.40","1,260.50","1,325.70","1,260.10",3.80%
43940,"1,260.50","1,265.40","1,272.00","1,255.00",-0.39%
43939,"1,265.40","1,240.00","1,274.80","1,237.00",2.05%
43938,"1,240.00","1,212.50","1,247.00","1,202.20",2.31%
43937,"1,212.00","1,193.30","1,217.60","1,190.40",1.57%
43936,"1,193.30","1,206.80","1,215.00","1,190.00",-1.12%
43935,"1,206.80","1,187.00","1,219.10","1,184.00",1.67%
43934,"1,187.00","1,227.40","1,235.10","1,163.50",-3.29%
43933,"1,227.40","1,236.90","1,239.00","1,221.00",-0.66%
43932,"1,235.60","1,220.30","1,243.40","1,209.10",1.25%
43931,"1,220.30","1,215.90","1,229.90","1,208.10",0.36%
43930,"1,215.90","1,188.10","1,226.90","1,180.20",2.34%
43929,"1,188.10","1,196.60","1,202.60","1,171.30",-0.71%
43928,"1,196.60","1,191.50","1,208.90","1,176.70",0.43%
43927,"1,191.50","1,140.30","1,206.40","1,140.30",4.46%
43926,"1,140.60","1,145.80","1,146.70","1,112.30",-0.38%
43925,"1,145.00","1,150.10","1,161.90","1,124.10",-0.45%
43924,"1,150.20","1,107.80","1,159.90","1,107.80",3.85%
43923,"1,107.60","1,093.50","1,118.20","1,081.00",1.32%
43922,"1,093.20","1,081.30","1,106.90","1,070.20",1.06%
43921,"1,081.70","1,042.10","1,089.40","1,041.00",3.91%
43920,"1,041.00","1,041.70","1,053.50","1,022.20",-0.08%
43919,"1,041.80","1,044.70","1,058.90","1,009.30",-0.28%
43918,"1,044.70","1,042.80","1,066.50","1,016.80",0.19%
43917,"1,042.70",968.9,"1,046.90",960.1,7.61%
43916,969,971.3,"1,005.50",950.1,-0.33%
43915,972.2,942.1,980,891,3.08%
43914,943.1,"1,032.70","1,034.20",928.3,-8.70%
43913,"1,033.00","1,039.40","1,055.00","1,018.00",-0.59%
43912,"1,039.10","1,115.90","1,116.00",986.3,-6.81%
43911,"1,115.00","1,040.40","1,120.90","1,040.10",7.31%
43910,"1,039.00","1,016.50","1,052.10","1,011.20",2.25%
43909,"1,016.10",971.9,"1,058.90",971,4.64%
43908,971,"1,067.80","1,097.10",935.1,-9.12%
43907,"1,068.40","1,169.10","1,169.60","1,066.00",-8.61%
43906,"1,169.00","1,256.10","1,259.70","1,132.50",-6.93%
43905,"1,256.10","1,245.00","1,262.00","1,241.30",0.89%
43904,"1,245.00","1,238.50","1,257.90","1,218.90",0.52%
43903,"1,238.50","1,224.40","1,246.90","1,207.50",1.09%
43902,"1,225.20","1,172.40","1,232.60","1,167.50",4.47%
43901,"1,172.80","1,113.50","1,196.10","1,107.00",5.32%
43900,"1,113.60","1,190.40","1,328.80",971,-6.45%
43899,"1,190.40","1,150.00","1,207.50","1,136.00",3.58%
43898,"1,149.30","1,232.40","1,243.60","1,142.20",-6.74%
43897,"1,232.40","1,279.20","1,281.80","1,185.90",-3.67%
43896,"1,279.30","1,278.40","1,287.80","1,268.60",0.07%
43895,"1,278.40","1,267.80","1,279.80","1,245.30",0.84%
43894,"1,267.80","1,289.10","1,291.80","1,240.10",-1.58%
43893,"1,288.20","1,257.60","1,294.70","1,256.60",2.05%
43892,"1,262.30","1,232.90","1,283.10","1,213.00",2.39%
43891,"1,232.80","1,189.10","1,233.50","1,186.00",3.68%
43889,"1,189.10","1,196.00","1,216.00","1,177.80",-0.54%
43888,"1,195.50","1,178.30","1,202.60","1,171.00",1.46%
43887,"1,178.30","1,153.00","1,185.90","1,130.90",2.19%
43886,"1,153.00","1,185.40","1,189.90","1,131.50",-2.71%
43885,"1,185.10","1,189.90","1,222.20","1,111.10",-0.49%
43884,"1,190.90","1,125.50","1,196.90","1,120.40",5.83%
43883,"1,125.30","1,129.60","1,140.00","1,106.40",-0.38%
43882,"1,129.60","1,091.30","1,134.00","1,085.00",3.52%
43881,"1,091.20","1,056.20","1,100.30","1,044.10",3.31%
43880,"1,056.20","1,059.80","1,066.00","1,045.00",-0.34%
43879,"1,059.80","1,056.20","1,071.10","1,053.10",0.34%
43878,"1,056.20","1,038.50","1,065.80","1,034.10",1.71%
43877,"1,038.40","1,013.90","1,045.70","1,013.90",2.43%
43876,"1,013.80","1,013.30","1,017.30","1,002.40",0.01%
43875,"1,013.70",996.5,"1,019.00",988.9,1.73%
43874,996.5,996,"1,004.50",975.9,0.05%
43873,996,"1,000.10","1,005.40",992.3,-0.43%
43872,"1,000.30",992.1,"1,009.00",984.2,0.84%
43871,992,985,"1,002.00",949.4,0.71%
43870,985,"1,049.00","1,078.00",936.4,-6.09%
43869,"1,048.80","1,052.50","1,068.00","1,013.20",-0.31%
43868,"1,052.10","1,022.60","1,056.30","1,021.70",2.88%
43867,"1,022.60","1,006.60","1,026.20","1,006.00",1.59%
43866,"1,006.60","1,031.10","1,033.00",996.3,-2.38%
43865,"1,031.10","1,016.80","1,040.00","1,001.60",1.52%
43864,"1,015.70","1,007.00","1,020.50",988.3,0.99%
43863,"1,005.70",983.7,"1,010.50",970.1,2.23%
43862,983.7,966.2,985,960.1,1.82%
43861,966.2,917.4,969.4,916.8,5.32%
43860,917.4,912.5,920.8,910,0.53%
43859,912.6,919.4,923,910.7,-0.75%
43858,919.4,916.7,924,915,0.30%
43857,916.7,915.1,922.2,905,0.17%
43856,915.1,893.3,917.6,893.3,2.44%
43855,893.3,886.1,899.6,884.2,0.82%
43854,886.1,908.4,927,884.2,-2.63%
43853,910,923.7,928.8,910,-1.48%
43852,923.7,924,939.7,892,-0.03%
43851,924,895.7,931,893.9,3.13%
43850,896,900.3,904.5,883.3,-0.48%
43849,900.3,887.6,908.2,884.6,1.41%
43848,887.8,904,913.8,847.3,-1.80%
43847,904,830.1,910.8,828,8.90%
43846,830.1,820.7,837.9,814.8,1.14%
43845,820.7,815.3,823,805.1,0.67%
43844,815.3,828.1,838.5,800.7,-1.55%
43843,828.1,804.6,832.3,776,2.93%
43842,804.6,779.5,831.2,738.7,3.34%
43841,778.6,905.8,922.6,760,-14.04%
43840,905.8,903,917.9,895.5,0.31%
43839,903,915.9,916.1,876.3,-1.41%
43838,915.9,908.8,942.5,890,0.78%
43837,908.8,898.5,911,816.1,1.21%
43836,898,"1,003.80","1,025.00",871,-10.49%
43835,"1,003.20","1,139.80","1,166.00",865.4,-11.97%
43834,"1,139.60","1,037.50","1,150.00","1,036.40",9.84%
43833,"1,037.50","1,019.30","1,038.70","1,013.50",1.79%
43832,"1,019.30",999.2,"1,034.80",997.3,2.03%
43831,999,966.6,"1,006.50",961.3,3.35%
44196,966.6,959.2,968,945,0.76%
44195,959.3,974.7,974.7,929.8,-1.37%
44194,972.6,981.7,983,949,-0.92%
44193,981.7,936.4,983,936.4,4.85%
44192,936.3,906.4,940,903.5,3.30%
44191,906.4,898,920,894.2,0.94%
44190,898,895.2,901.5,858.6,0.31%
44189,895.2,919,919.8,882.8,-2.58%
44188,919,859.2,920,859,6.96%
44187,859.2,829.3,873.9,825,3.52%
44186,830,798.8,830.5,795,4.01%
44185,798,790.6,802.3,788,0.94%
44184,790.6,790.2,792.2,788,0.05%
44183,790.2,791,792.8,784.4,-0.10%
44182,791,784.2,793,784.2,0.87%
44181,784.2,777.4,785,775.9,0.87%
44180,777.4,774.5,780.1,774.5,0.38%
44179,774.5,775,781.2,771.2,-0.07%
44178,775,778,788.9,763.7,-0.38%
44177,778,770.2,784.1,770.2,1.01%
44176,770.2,772.9,773.7,761.8,-0.35%
44175,772.9,770.5,777.8,770,0.31%
44174,770.5,765,772.7,765,0.72%
44173,765,765,773.2,762.7,0.00%
44172,765,757.2,772.2,749.1,1.01%
44171,757.4,750.6,758.5,750.4,0.90%
44170,750.6,768.5,769,744.6,-2.33%
44169,768.5,765.5,770,760.9,0.42%
44168,765.3,774.9,774.9,756,-1.24%
44167,774.9,755.4,779.2,755.2,2.59%
44166,755.4,739,756,738.8,2.21%
44165,739,731,743.1,729.1,1.09%
44164,731,731.5,733.9,728.7,-0.06%
44163,731.5,724.9,735,724.9,0.90%
44162,725,731.2,736.2,722.5,-0.85%
44161,731.2,740.4,741,720,-1.24%
44160,740.4,737.7,741.1,730,0.36%
44159,737.7,742,744.3,727.6,-0.58%
44158,742,749.8,750.9,730.8,-1.07%
44157,750,739,753.9,733.3,1.50%
44156,739,729.7,740.6,728.1,1.28%
44155,729.7,752.9,757,712,-3.09%
44154,752.9,754,760,740,-0.14%
44153,754,740.7,756.9,734.5,1.80%
44152,740.7,745,762.4,735,-0.58%
44151,745,712.2,747.5,710.1,4.61%
44150,712.2,707.4,720,707.4,0.67%
44149,707.4,708.1,709,699,-0.09%
44148,708.1,703.4,708.1,687.6,0.61%
44147,703.8,714.8,717,700.1,-1.54%
44146,714.8,714.9,719.4,712,-0.01%
44145,714.9,724.4,725,709.1,-1.24%
44144,723.8,714,743.1,708.5,1.38%
44143,714,704.8,718,703,0.87%
44142,707.8,712.7,712.7,700,-0.73%
44141,713,709.2,721.6,700,0.65%
44140,708.4,706.8,713.9,700.8,0.00%
44139,708.4,696.9,710.9,687,2.66%
44138,690.1,747.2,753.7,676,-6.48%
44137,737.9,731.4,740,723.6,0.51%
44136,734.2,704.1,746.5,701.4,4.27%
44135,704.1,702.5,706,688,0.22%
44134,702.5,714.5,716.6,697.8,-1.67%
44133,714.5,693.5,724,692.3,3.03%
44132,693.5,688.7,695,681.6,0.70%
44131,688.7,678.7,690.6,676.7,1.47%
44130,678.7,659.5,685.6,658.5,2.91%
44129,659.5,654.7,670,652.7,0.74%
44128,654.7,659,659,654,-0.66%
44127,659,665,671.4,656,-0.90%
44126,665,636.7,671,635.1,4.44%
44125,636.7,632.5,639,632,0.68%
44124,632.5,631.8,633.6,628,0.11%
44123,631.8,638.7,643.9,627.8,-1.10%
44122,638.8,639.8,641.7,632.9,-0.15%
44121,639.8,644.2,644.6,637.8,-0.68%
44120,644.2,640.2,645.8,639.8,0.62%
44119,640.2,643,645.7,637.9,-0.44%
44118,643,637,645.4,636.7,0.94%
44117,637,637.6,643.7,636.4,-0.10%
44116,637.6,641.9,644.1,637.3,-0.64%
44115,641.7,618.9,646,618.1,3.70%
44114,618.9,616.6,620,615.9,0.37%
44113,616.6,620.5,620.9,614.4,-0.63%
44112,620.5,620.1,622.9,617.9,0.06%
44111,620.1,613.5,621.2,613,1.08%
44110,613.5,614.1,615.9,612.7,-0.09%
44109,614.1,610.7,617.3,610,0.51%
44108,611,612.7,614,609.6,-0.26%
44107,612.6,609.1,613.2,608.9,0.57%
44106,609.1,614.1,614.2,607,-0.81%
44105,614.1,611.1,616.9,611.1,0.49%
44104,611.1,604.6,612.9,604.3,1.08%
44103,604.6,603.8,607.8,603.2,0.14%
44102,603.8,605.5,605.8,603.1,-0.29%
44101,605.5,609.1,609.9,602,-0.59%
44100,609.1,600.4,610,599.9,1.46%
44099,600.4,602.5,603.6,597.6,-0.36%
44098,602.5,603.3,605.8,601.5,-0.12%
44097,603.3,597.1,604,596,1.04%
44096,597.1,597.4,598.7,596,-0.06%
44095,597.4,600.1,600.1,592.7,-0.44%
44094,600,609.8,612,600,-1.60%
44093,609.8,613,615,608.9,-0.53%
44092,613,607.7,615.9,607.4,0.88%
44091,607.7,610,610.6,605,-0.38%
44090,610,611.8,614.2,609.5,-0.29%
44089,611.8,613.9,617.3,611,-0.34%
44088,613.9,614.2,617.4,612,-0.06%
44087,614.2,611.6,618,610,0.43%
44086,611.6,612.1,615.2,608.1,-0.08%
44085,612.1,628,635,598,-2.54%
44084,628,626.3,629.7,624.9,0.28%
44083,626.3,631.7,633.5,621.3,-0.87%
44082,631.7,619.8,636.2,617.8,1.93%
44081,619.8,615.1,620.6,610.8,0.73%
44080,615.2,611.5,616.7,609.8,0.61%
44079,611.5,614.5,615.7,605.7,-0.49%
44078,614.5,609.9,618.7,604.6,0.76%
44077,609.9,579.8,612.4,576,5.18%
44076,579.8,572.7,581.1,570.6,1.24%
44075,572.7,576.2,578,571.5,-0.59%
44074,576.2,579.5,579.5,572.7,-0.58%
44073,579.5,574.8,580.2,574.2,0.82%
44072,574.8,574.2,578,573,0.11%
44071,574.2,568.5,574.4,568.3,0.99%
44070,568.5,578,578.9,567.2,-1.64%
44069,578,577.2,579.5,575.1,0.14%
44068,577.2,580.3,581.1,574,-0.54%
44067,580.3,583.5,586.9,580,-0.55%
44066,583.5,588,590.7,581.1,-0.76%
44065,588,581.4,590,581.4,1.13%
44064,581.4,582.1,584.2,580,-0.10%
44063,582,573.5,582.8,571.3,1.48%
44062,573.5,572.3,577.2,570.8,0.23%
44061,572.2,571.8,578,569.7,0.07%
44060,571.8,574.2,577.9,569,-0.42%
44059,574.2,564.6,579,564,1.70%
44058,564.6,569.4,574,563,-0.84%
44057,569.4,583.7,583.7,564,-2.45%
44056,583.7,585.5,590,582.1,-0.30%
44055,585.5,591.3,593,584,-0.98%
44054,591.3,590.5,599,587.8,0.17%
44053,590.3,604.1,614.5,579,-2.29%
44052,604.1,604.1,604.1,604.1,0.00%
44051,604.1,604.1,604.1,604.1,0.00%
44050,604.1,604.1,604.1,604.1,0.00%
44049,604.1,604.1,604.1,604.1,0.00%
44048,604.1,604.1,604.1,604.1,0.00%
44047,604.1,604.1,604.1,604.1,0.00%
44046,604.1,604.1,604.1,604.1,0.02%
44045,604,608.3,615.3,595,-0.66%
44044,608,622.7,627.3,605,-2.51%
44043,623.7,655,655.1,621.3,-4.78%
44042,655,658.3,660.5,651.8,-0.51%
44041,658.3,657,660.4,654.5,0.59%
44039,654.5,648.5,657.1,646.6,0.93%
44038,648.5,654.2,657.6,640.6,-0.87%
44037,654.2,661.8,664.4,650,-1.16%
44036,661.8,654,664.1,650.5,1.19%
44035,654,648,657.1,645,0.92%
44034,648,665,668,640,-2.55%
44033,665,665.8,668,657.6,-0.13%
44032,665.8,675,676,661.3,-1.36%
44031,675,674.3,676.6,666.3,0.10%
44030,674.3,683.2,686,666.5,-1.30%
44029,683.2,665.3,689.7,663.6,2.69%
44028,665.3,665.5,669.6,659.1,-0.03%
44027,665.5,659.8,669.6,658.2,0.87%
44026,659.8,653.7,666,650,0.93%
44025,653.7,667.1,669.9,652.5,-2.02%
44024,667.2,648,678,645.6,2.97%
44023,648,649.7,662.5,643.4,-0.27%
44022,649.7,648.1,651.5,636.9,0.25%
44021,648.1,664.8,664.8,624,-2.51%
44020,664.8,640.5,666.6,634,3.79%
44019,640.5,677.4,682,610.1,-5.40%
44018,677,667.8,682.6,667,1.39%
44017,667.8,681.3,682.7,659.3,-1.99%
44016,681.3,659.3,684.2,644.5,3.34%
44015,659.3,706,707,644.4,-6.49%
44014,705,674.8,705.3,673.4,4.49%
44013,674.8,674.7,690.6,667.6,0.00%
44012,674.7,640,677.5,635.6,5.48%
44011,639.7,646.6,646.6,622,-1.02%
44010,646.3,662.2,664.3,633,-2.40%
44009,662.2,627.4,662.2,617.3,5.54%
44008,627.4,664.9,667.9,614.3,-5.63%
44007,664.9,665.5,698,642.8,-0.18%
44006,666,625.8,680,625.8,6.43%
44005,625.8,605.6,638.2,555.6,3.26%
44004,606,669,688.2,588.9,-9.40%
44003,668.9,705.8,715.8,668.9,-10.08%
44002,743.9,767.3,767.7,724.3,-3.05%
44001,767.3,757.6,771.9,740,1.28%
44000,757.6,748.7,789.7,721.6,1.19%
43999,748.7,769.5,780,703.1,-2.70%
43998,769.5,697,778.5,697,10.41%
43997,696.9,684.5,699.1,669.2,1.81%
43996,684.5,705.9,705.9,656.5,-3.03%
43995,705.9,672,719,659.9,5.20%
43994,671,614.6,685,607,9.19%
43993,614.5,580.1,615,579.3,5.94%
43992,580.1,575.5,582.4,572.5,0.79%
43991,575.5,583,583.7,570,-1.29%
43990,583,576.9,585,571.1,1.07%
43989,576.9,585.2,592.1,561.3,-1.43%
43988,585.2,574,588.5,574,1.95%
43987,574,572.9,586,565.2,0.23%
